smiles_raw,smiles,scaffold,group,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,334,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CS)NC(=O)[C@H](CCCCN)N,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,335,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1cccs1,336,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,c1ccccc1,337,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,c1ccccc1,338,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
C1C(C(C(C(N1CCO)CO)O)O)O,OCCN1CC(O)C(O)C(O)C1CO,C1CCNCC1,339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC[N+](C)(C)CC1=CC=CC=C1Br,CC[N+](C)(C)Cc1ccccc1Br,c1ccccc1,340,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,Brc1c(NC2=NCCN2)ccc2nccnc12,c1cnc2cc(NC3=NCCN3)ccc2n1,341,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1
C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,342,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1CN=C(c2ccccn2)c2ccccc2N1,343,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,c1ccc(CNC2CCCCC2)cc1,344,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1,345,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,O=C(NCCC1CCC1)C1NCC2CC21,346,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
C[C@H]([C@@H](C(=O)O)N)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@@]2(C[C@@H]([C@H]([C@@H](O2)[C@@H]([C@@H](CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,COCCOC(=O)NCC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](OC[C@H]2O[C@H](O[C@H](C)[C@H](N)C(=O)O)[C@H](NC(C)=O)[C@@H](O)[C@H]2O)(C(=O)O)C[C@@H]1O,C1CCC(COC2CCCCO2)OC1,347,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,348,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,CN(C)CCOC(c1ccccc1)c1ccccc1,c1ccc(Cc2ccccc2)cc1,349,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,c1ccc(Oc2ccccc2)cc1,350,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1
CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,O=C(Nc1ccccc1)C1CCCCN1,351,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)N(CC2CC2)CCC315,352,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,353,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
CS(=O)(=O)OCCCCOS(=O)(=O)C,CS(=O)(=O)OCCCCOS(C)(=O)=O,,354,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
CCC(C)C1(C(=O)NC(=O)NC1=O)CC,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,355,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0
CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,C1CCNCC1,356,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1
CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,c1ccc(CNCc2cccc3ccccc23)cc1,357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,c1ccc(Cc2ccccc2)cc1,358,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0
C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,c1ccc2c(c1)CC1C3CCCCC23CCN1CC1CCC1,359,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,C(=NC=NCCCCCCN=CN=CNc1ccccc1)Nc1ccccc1,360,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1
CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,361,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1
CC(C[N+](C)(C)C)OC(=O)C,CC(=O)OC(C)C[N+](C)(C)C,,362,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,363,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,c1ccc(CCCCNCCc2ccccc2)cc1,364,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(O)C2CC2)CC(O)CC1O,C=C1CCCCC1=CC=C1CCCC2C(CC=CCC3CC3)CCC12,365,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,C=C1CCCCC1=CC=C1CCCC2CCCC12,366,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,O=C(OCOC(=O)c1cccc2ncn(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12)OC1CCCCC1,368,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,369,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC1=O,C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)C(C2CCN=CN2)NC1=O,370,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,c1ccccc1,371,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
CC(CS)C(=O)N1CCCC1C(=O)O,CC(CS)C(=O)N1CCCC1C(=O)O,C1CCNC1,372,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
C[N+](C)(C)CCOC(=O)N,C[N+](C)(C)CCOC(N)=O,,373,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,NC(=O)N1c2ccccc2C=Cc2ccccc21,C1=Cc2ccccc2Nc2ccccc21,374,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,375,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,c1ccccc1,376,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,377,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
CCCC(C)(COC(=O)N)COC(=O)NC(C)C,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,,378,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1
CC1=CN=C(C=[N+]1[O-])C(=O)O,Cc1cnc(C(=O)O)c[n+]1[O-],c1c[nH+]ccn1,379,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
C(CCl)NC(=O)N(CCCl)N=O,O=NN(CCCl)C(=O)NCCCl,,380,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,O=C1CCc2ccccc2N1,381,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,382,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,383,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,384,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1
C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N.C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O.NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1.O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,385,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0
CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-],Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,O=C(Cn1cnnn1)NC1C(=O)N2C=C(CSc3nncs3)CSC12,386,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1
C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,N=C(C(=O)NC1C(=O)N2C=C(C[NH+]3CCCC3)CSC12)c1cscn1,387,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1
CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-],CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,388,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12,389,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
C(CSC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])CSCCC(=O)[O-])O)O)C(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],O=C(O)CCSC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]9CSCCC(=O)O)O[C@@H]8CSCCC(=O)O)O[C@@H]7CSCCC(=O)O)O[C@@H]6CSCCC(=O)O)O[C@@H]5CSCCC(=O)O)O[C@@H]4CSCCC(=O)O)O[C@@H]3CSCCC(=O)O,C1CC2OCC1OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)O2,390,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,391,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1
CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,N=C(C(=O)NC1C(=O)N2C=C(C[n+]3ccccc3)CSC12)c1cscn1,392,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1
C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,C=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1,393,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
